,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
4615,1,1.0,1.0,1.0,69.0,7,180,18
7172,2,0.0,1.0,1.0,37.0,1,1125,6
7800,3,1.0,1.0,1.0,60.0,7,15,5
4648,4,1.0,1.0,1.0,85.0,5,1125,10
1105,5,1.0,1.0,4.0,190.0,5,60,205
4110,2,1.0,1.0,1.0,95.0,3,100,13
2318,2,1.0,1.0,2.0,149.0,90,365,0
7750,2,1.0,1.0,1.0,88.0,2,20,14
2543,2,1.0,1.0,1.0,93.0,3,21,72
5756,2,1.0,1.0,1.0,50.0,5,60,15
7795,4,1.0,1.0,2.0,55.0,30,120,73
4,2,1.0,1.0,1.0,75.0,180,365,0
2936,2,1.0,1.0,1.0,90.0,3,15,46
6289,2,2.0,2.0,1.0,150.0,5,1125,1
4744,11,4.0,2.5,9.0,485.0,3,35,181
1738,2,1.0,1.0,1.0,50.0,1,21,1
4464,2,1.0,1.0,1.0,59.0,3,30,18
3369,2,1.0,1.0,1.0,75.0,4,30,57
499,5,2.0,1.0,2.0,150.0,4,22,81
2801,5,2.0,1.0,2.0,250.0,7,28,0
2648,2,1.0,1.0,1.0,110.0,3,14,11
6432,4,2.0,1.5,2.0,105.0,5,30,93
481,3,2.0,1.0,1.0,130.0,2,21,163
7529,4,2.0,2.0,2.0,300.0,3,8,33
5225,6,3.0,2.0,5.0,599.0,1,1125,66
174,6,3.0,2.5,4.0,389.0,3,600,38
5177,4,1.0,1.0,1.0,65.0,2,1125,3
7107,4,1.0,1.0,3.0,98.0,4,1125,60
5873,2,1.0,1.0,2.0,100.0,4,1125,205
1572,2,1.0,1.0,1.0,120.0,3,10,2
931,2,1.0,1.0,1.0,61.0,3,30,56
2977,4,1.0,1.0,3.0,95.0,3,1125,26
2973,2,0.0,1.5,1.0,55.0,4,30,6
3010,6,3.0,1.0,4.0,250.0,91,1125,30
1645,2,1.0,1.0,1.0,99.0,1,30,233
4088,4,2.0,1.0,2.0,150.0,7,1125,36
2394,12,5.0,2.5,7.0,350.0,1,28,253
5860,2,1.0,2.0,1.0,60.0,5,1125,2
4719,2,1.0,1.0,1.0,75.0,2,21,271
2960,2,1.0,1.0,1.0,80.0,3,1125,9
2888,4,1.0,1.0,2.0,70.0,2,60,56
709,2,1.0,1.0,1.0,72.0,29,1000,31
336,4,1.0,1.0,1.0,295.0,4,365,25
4505,2,1.0,1.0,1.0,45.0,2,1125,18
7207,2,1.0,1.0,1.0,48.0,2,5,17
7190,2,1.0,1.0,0.0,30.0,1,5,80
3377,4,1.0,1.0,2.0,128.0,6,1000,159
7189,2,0.0,1.0,1.0,45.0,3,1125,2
1945,2,0.0,0.5,1.0,57.0,2,30,34
5837,4,1.0,1.0,2.0,31.0,2,1125,22
7235,2,1.0,1.0,1.0,26.0,2,1125,6
3540,2,0.0,1.0,1.0,60.0,1,1125,62
2048,4,1.0,1.0,3.0,170.0,3,25,28
711,2,1.0,1.0,0.0,79.0,3,365,96
6822,2,1.0,1.0,0.0,80.0,7,60,26
797,2,1.0,1.5,1.0,83.0,1,90,298
365,4,1.0,1.0,3.0,98.0,2,13,26
7080,2,1.0,1.0,1.0,90.0,4,365,24
6300,6,2.0,1.0,5.0,160.0,4,365,29
7898,2,0.0,1.0,2.0,125.0,3,14,2
723,2,1.0,1.0,1.0,74.0,5,30,16
5097,2,0.0,1.0,1.0,35.0,1,200,1
2163,6,2.0,1.0,3.0,184.0,3,366,18
7205,2,0.0,1.0,1.0,70.0,3,30,4
6213,4,0.0,1.0,2.0,65.0,3,1125,18
3318,4,1.0,1.0,2.0,80.0,2,1125,85
3494,4,3.0,2.5,4.0,150.0,3,20,18
3538,2,1.0,1.0,1.0,79.0,1,365,417
6219,4,2.0,1.0,2.0,90.0,3,30,4
584,5,3.0,0.0,4.0,250.0,5,1125,9
5802,4,1.0,1.0,2.0,100.0,21,1125,1
1275,2,1.0,1.0,1.0,85.0,5,31,3
3451,2,0.0,1.0,2.0,45.0,120,305,29
3031,2,1.0,1.0,1.0,89.0,4,1125,143
5812,2,0.0,1.0,1.0,65.0,2,1125,5
6291,4,1.0,1.0,2.0,120.0,1,14,6
6459,3,1.0,1.0,2.0,90.0,2,1125,6
405,6,2.0,1.5,4.0,90.0,3,60,42
3938,3,0.0,1.0,2.0,121.0,2,20,0
5507,4,1.0,1.0,1.0,250.0,3,31,3
6805,2,1.0,1.0,1.0,80.0,4,1125,7
2633,5,1.0,1.0,3.0,75.0,4,21,11
785,2,0.0,1.0,1.0,90.0,3,60,133
156,3,1.0,1.0,2.0,90.0,2,730,193
4392,2,1.0,1.0,1.0,50.0,2,20,0
1831,2,1.0,1.0,1.0,69.0,2,90,50
1247,4,2.0,1.0,3.0,600.0,1,1125,0
523,2,1.0,1.0,1.0,79.0,3,1125,157
3556,2,0.0,1.0,1.0,95.0,3,91,9
4978,2,1.0,1.0,1.0,90.0,3,10,1
6376,2,0.0,1.0,1.0,74.0,7,1125,0
6389,2,1.0,1.0,1.0,59.0,5,1125,205
3749,2,0.0,1.0,1.0,31.0,4,1125,199
6024,2,1.0,1.0,1.0,85.0,7,28,129
429,4,1.0,1.0,1.0,129.0,9,300,131
6025,2,1.0,1.0,1.0,75.0,5,10,0
738,2,0.0,1.0,1.0,55.0,3,1125,218
2199,4,3.0,1.0,3.0,220.0,7,30,0
7968,2,1.0,1.0,2.0,68.0,7,31,20
954,3,1.0,1.0,2.0,150.0,5,50,3
7911,4,2.0,2.0,3.0,130.0,2,1125,8
2682,4,2.0,1.0,3.0,90.0,180,180,0
6254,4,3.0,1.0,4.0,150.0,5,1125,0
5136,2,1.0,1.0,1.0,50.0,2,1125,7
4998,2,1.0,1.0,1.0,120.0,1,1125,61
5173,4,2.0,1.0,2.0,125.0,1,1125,4
5465,4,1.0,1.0,2.0,120.0,2,1125,42
7771,2,1.0,1.0,1.0,99.0,2,1125,11
6250,2,1.0,1.0,1.0,75.0,10,1125,0
3232,4,1.0,1.0,2.0,80.0,4,10,0
6742,4,2.0,1.0,3.0,90.0,60,1125,2
220,3,2.0,1.0,2.0,120.0,4,20,94
3038,5,2.0,1.0,2.0,230.0,91,1125,16
4999,4,1.0,1.0,2.0,85.0,2,1125,29
5487,4,0.0,1.0,2.0,50.0,30,300,214
4755,2,0.0,1.0,1.0,59.0,7,1125,0
2337,2,1.0,1.0,2.0,50.0,2,1125,5
886,2,1.0,1.0,1.0,70.0,3,70,74
2234,2,1.0,1.0,1.0,120.0,5,14,0
4539,4,1.0,1.0,2.0,70.0,2,15,37
1607,2,0.0,1.0,0.0,69.0,30,300,7
7846,2,1.0,1.0,1.0,100.0,1,1125,0
5931,5,2.0,1.0,3.0,65.0,2,50,6
5912,1,1.0,1.0,1.0,35.0,7,1125,7
1168,2,1.0,1.0,1.0,90.0,2,365,63
4670,2,1.0,1.0,1.0,55.0,3,15,33
6034,2,1.0,1.0,1.0,50.0,3,1125,24
6222,2,1.0,1.0,1.0,71.0,1,15,8
1233,2,1.0,1.0,1.0,60.0,3,1125,7
3421,2,1.0,1.0,1.0,85.0,2,18,25
7776,2,1.0,1.0,2.0,68.0,5,1125,0
7848,2,1.0,1.0,1.0,35.0,15,1125,5
4758,3,1.0,1.0,1.0,70.0,3,1125,1
3284,6,3.0,1.0,4.0,145.0,3,1125,39
3193,2,1.0,1.0,1.0,175.0,3,7,0
7303,4,2.0,1.0,2.0,115.0,2,30,1
767,4,2.0,1.0,2.0,55.0,2,30,43
6985,2,0.0,1.0,1.0,70.0,5,1125,103
7032,5,2.0,1.0,3.0,99.0,1,1125,292
7919,2,1.0,1.0,1.0,60.0,1,1125,1
1490,8,4.0,2.5,6.0,340.0,6,21,25
2690,4,2.0,2.0,2.0,100.0,2,7,2
7362,4,2.0,1.0,2.0,85.0,1,1125,8
1453,2,1.0,0.5,0.0,59.0,4,50,11
7416,3,1.0,1.0,1.0,128.0,91,1125,3
3355,4,2.0,1.5,2.0,190.0,6,1125,18
6167,4,1.0,1.0,2.0,195.0,2,1125,67
4645,4,1.0,1.0,2.0,135.0,3,1125,82
4019,2,0.0,1.0,1.0,79.0,2,365,282
2126,2,0.0,1.0,1.0,137.0,3,365,1
4976,4,1.0,1.0,0.0,100.0,2,1125,23
2904,3,1.0,1.0,1.0,35.0,1,7,188
2019,4,1.0,1.0,1.0,115.0,2,365,94
6016,2,1.0,1.0,0.0,55.0,2,1125,54
3198,2,0.0,1.0,1.0,49.0,2,365,151
1205,1,0.0,1.0,1.0,39.0,265,1125,0
1230,6,1.0,1.0,3.0,125.0,2,1125,130
7351,2,1.0,1.0,2.0,67.0,15,1125,2
5022,6,3.0,1.0,4.0,110.0,3,1125,19
7939,6,3.0,2.0,4.0,245.0,4,1125,18
419,3,1.0,1.0,2.0,95.0,3,30,2
6318,1,1.0,1.0,1.0,35.0,1,1125,16
2362,4,1.0,1.0,2.0,45.0,7,1125,2
7027,4,0.0,1.0,2.0,78.0,2,1125,302
3053,4,2.0,1.0,2.0,120.0,2,1124,57
2171,2,1.0,1.0,1.0,65.0,4,1125,7
6819,2,1.0,2.0,1.0,36.0,2,30,13
7324,4,1.0,1.0,2.0,69.0,6,1125,0
3560,4,1.0,1.0,2.0,65.0,10,30,2
1496,3,1.0,1.0,2.0,220.0,2,1124,57
495,3,1.0,1.0,1.0,100.0,3,1125,127
5915,4,1.0,1.0,1.0,95.0,5,15,43
3523,2,1.0,1.0,1.0,38.0,3,1125,2
1351,4,2.0,1.0,2.0,190.0,5,21,4
6870,1,1.0,1.0,1.0,55.0,2,62,4
1162,4,1.0,1.0,2.0,66.0,4,15,6
487,2,1.0,1.0,1.0,40.0,21,21,0
7869,3,1.0,1.0,1.0,80.0,2,14,36
4116,11,6.0,3.0,7.0,300.0,2,30,29
3097,3,1.0,1.0,1.0,50.0,5,14,78
6062,2,1.0,1.0,1.0,38.0,1,1125,45
577,5,2.0,2.0,3.0,200.0,3,1125,29
6047,4,2.0,1.0,2.0,50.0,10,25,25
3486,2,1.0,1.5,1.0,38.0,28,1125,48
7336,2,1.0,1.0,1.0,125.0,3,1125,5
1147,2,1.0,1.0,2.0,50.0,180,1825,0
2142,4,2.0,2.0,2.0,367.0,3,365,9
5968,5,2.0,1.0,3.0,250.0,14,1125,0
5942,4,1.0,1.0,2.0,240.0,1,1125,10
7735,2,1.0,1.0,1.0,63.0,2,8,7
3129,4,2.0,1.0,4.0,60.0,2,10,60
5722,6,2.0,1.0,3.0,110.0,2,112,104
7226,4,1.0,1.0,2.0,108.0,91,366,0
1952,5,2.0,2.0,3.0,150.0,30,120,83
7677,2,1.0,1.0,2.0,100.0,1,1125,2
892,6,2.0,1.0,3.0,260.0,2,365,139
1188,2,1.0,1.0,1.0,50.0,5,1001,64
6132,5,3.0,1.0,3.0,130.0,4,18,35
1157,4,2.0,1.0,2.0,68.0,2,21,3
5929,3,0.0,1.0,1.0,33.0,30,60,13
2626,4,2.0,1.0,2.0,76.0,4,1125,1
6066,7,2.0,1.0,3.0,180.0,2,15,27
7319,2,1.0,1.0,2.0,95.0,3,1125,30
3611,2,0.0,1.0,1.0,45.0,5,1124,71
3687,4,1.0,1.0,1.0,80.0,4,50,26
3424,6,2.0,2.0,4.0,110.0,4,31,29
7414,2,0.0,1.0,1.0,69.0,2,5,111
7420,4,2.0,1.0,2.0,55.0,4,30,5
6275,2,0.0,1.0,1.0,99.0,1,1125,38
5963,2,0.0,1.0,2.0,80.0,1,1125,0
1574,2,0.0,1.5,1.0,90.0,1,1125,88
2323,2,0.0,1.0,2.0,168.0,4,90,50
4872,2,0.0,1.0,1.0,80.0,4,90,9
3656,4,1.0,1.0,2.0,211.0,5,60,2
200,2,1.0,1.0,1.0,90.0,3,365,35
1753,2,1.0,1.0,1.0,80.0,2,31,12
2945,4,1.0,1.0,2.0,50.0,1,1125,0
5795,5,1.0,1.0,3.0,75.0,30,305,34
162,2,1.0,1.0,1.0,53.0,5,30,37
6867,4,1.0,1.0,2.0,50.0,17,120,3
5379,2,0.0,1.0,1.0,65.0,5,1125,8
3453,3,1.0,1.0,2.0,170.0,3,30,59
5954,2,1.0,1.0,2.0,65.0,2,1125,2
4082,2,1.0,1.0,1.0,95.0,3,365,5
5785,3,2.0,1.0,2.0,45.0,15,60,1
2281,4,1.0,1.0,2.0,95.0,4,20,4
2407,6,2.0,1.0,4.0,189.0,7,25,50
4754,2,1.0,1.0,1.0,85.0,4,1125,11
6632,6,2.0,2.0,3.0,290.0,3,1125,134
5248,2,2.0,1.0,1.0,150.0,1,1125,0
1124,2,1.0,1.0,1.0,80.0,4,30,67
3932,2,1.0,1.0,1.0,150.0,7,30,12
7581,2,1.0,1.0,1.0,65.0,1,1125,6
2309,4,2.0,1.5,3.0,150.0,2,15,51
80,2,1.0,1.0,1.0,90.0,4,30,52
2989,2,1.0,1.0,1.0,75.0,7,1125,7
7140,4,2.0,1.0,2.0,180.0,2,1125,8
3319,4,1.0,1.0,2.0,200.0,1,365,260
3440,4,2.0,1.0,2.0,130.0,6,1125,0
1224,2,1.0,1.0,1.0,90.0,4,365,182
5310,2,2.0,1.0,1.0,70.0,3,1125,47
4548,2,1.0,1.0,1.0,70.0,2,65,30
4791,2,1.0,1.0,1.0,98.0,4,1125,9
4408,2,1.0,1.0,1.0,1000.0,1,1125,0
3422,2,0.0,1.0,1.0,65.0,3,90,105
3250,2,1.0,1.0,1.0,60.0,1,1125,20
7865,2,1.0,1.0,1.0,75.0,3,7,0
4378,5,3.0,1.0,4.0,115.0,2,1125,5
6307,4,1.0,1.0,1.0,130.0,1,1125,0
5730,2,1.0,1.0,1.0,60.0,2,1125,32
3779,4,1.0,1.0,2.0,99.0,4,27,180
7532,4,1.0,1.0,2.0,175.0,1,10,28
3651,4,3.0,1.0,4.0,100.0,7,1125,0
4702,2,1.0,1.0,1.0,67.0,2,30,60
6172,2,1.0,1.0,1.0,135.0,1,1125,189
4040,1,1.0,1.0,1.0,44.0,3,30,86
3067,4,1.0,1.5,2.0,65.0,7,50,0
5452,6,3.0,3.0,3.0,200.0,5,1125,33
5546,2,1.0,1.0,1.0,105.0,5,30,45
5742,2,0.0,1.0,2.0,50.0,2,1125,2
7356,2,0.0,1.0,1.0,75.0,1,1125,0
1570,3,1.0,1.0,1.0,115.0,3,1125,40
4463,2,1.0,1.0,1.0,99.0,2,21,80
107,4,2.0,1.5,3.0,320.0,2,1125,15
6603,4,1.0,1.0,2.0,70.0,6,1125,6
3446,6,2.0,1.0,4.0,210.0,30,305,110
3498,2,1.0,1.0,1.0,60.0,2,1125,3
1613,4,1.0,1.0,2.0,105.0,1,120,99
178,2,1.0,1.0,1.0,150.0,4,30,221
3721,6,2.0,1.0,4.0,240.0,4,1125,173
4107,7,3.0,1.0,4.0,143.0,3,1125,96
1018,4,1.0,1.0,1.0,99.0,30,305,108
4988,2,1.0,1.0,1.0,80.0,30,305,13
6886,1,1.0,1.0,1.0,45.0,2,6,165
311,4,1.0,1.0,2.0,75.0,7,150,19
7543,4,1.0,1.0,2.0,90.0,3,1125,2
5992,4,1.0,1.0,2.0,115.0,3,30,0
728,6,3.0,1.5,2.0,80.0,6,25,7
3121,2,1.0,1.0,1.0,95.0,4,20,21
3191,8,3.0,3.0,7.0,690.0,6,1125,28
6380,2,1.0,1.0,2.0,55.0,3,1125,24
3764,2,1.0,1.0,1.0,60.0,2,1125,0
5454,2,1.0,1.0,1.0,75.0,2,1125,5
3899,2,0.0,1.0,1.0,70.0,270,1125,35
1450,2,1.0,1.0,1.0,79.0,1,21,10
6495,2,1.0,1.0,1.0,90.0,2,1125,8
6787,4,1.0,1.0,1.0,199.0,30,1124,89
6031,2,2.0,1.0,1.0,150.0,3,1125,0
4037,4,2.0,2.0,2.0,300.0,4,30,131
3685,2,1.0,1.0,1.0,58.0,10,50,34
4495,4,1.0,1.0,2.0,69.0,3,1125,15
3761,4,2.0,2.0,4.0,85.0,4,31,59
6566,2,0.0,1.0,1.0,80.0,3,1125,0
299,2,1.0,1.0,1.0,55.0,3,30,1
2064,1,1.0,1.0,1.0,52.0,3,30,63
5299,2,1.0,1.0,0.0,128.0,3,60,44
5936,3,1.0,1.0,1.0,150.0,14,30,0
4064,6,2.0,1.0,1.0,90.0,2,1125,38
5515,4,2.0,1.0,2.0,190.0,3,1125,2
2506,6,2.0,2.0,2.0,190.0,7,18,0
2732,2,1.0,1.0,1.0,55.0,2,1125,17
7571,4,3.0,1.0,3.0,240.0,3,1125,1
7101,2,0.0,1.0,1.0,80.0,30,365,138
6569,2,1.0,1.0,1.0,60.0,2,1125,2
7858,6,3.0,2.0,3.0,200.0,14,1125,14
7348,2,1.0,1.0,1.0,100.0,91,1125,5
3542,2,1.0,1.0,1.0,60.0,7,365,22
6980,3,1.0,1.0,1.0,130.0,1,1125,24
1019,2,1.0,1.0,1.0,90.0,3,1125,10
3972,2,1.0,1.0,1.0,89.0,5,1125,29
6237,1,1.0,1.0,1.0,30.0,10,1125,3
1956,3,1.0,1.0,3.0,80.0,2,120,60
2138,3,2.0,1.0,2.0,75.0,4,1125,1
3559,2,0.0,1.0,1.0,65.0,92,92,1
2637,5,1.0,2.0,3.0,220.0,2,20,2
2089,4,1.0,1.0,2.0,100.0,4,14,14
219,4,2.0,1.0,2.0,95.0,6,25,9
5692,5,2.0,2.0,3.0,169.0,1,365,56
4963,2,1.0,1.0,1.0,75.0,2,1000,20
2442,2,1.0,1.0,1.0,85.0,4,1125,185
5148,7,4.0,2.0,4.0,450.0,7,30,0
5900,3,0.0,1.0,1.0,66.0,3,1125,20
3702,1,1.0,1.0,1.0,50.0,1,1125,378
3258,5,2.0,1.5,3.0,200.0,91,1125,30
3898,1,1.0,1.0,1.0,60.0,3,30,273
4084,2,1.0,1.0,1.0,37.0,3,1125,66
1662,2,1.0,1.0,0.0,62.0,1,180,376
1328,4,2.0,1.0,4.0,42.0,8,150,10
6713,4,2.0,1.0,3.0,93.0,3,1125,5
5066,4,1.0,1.0,2.0,140.0,5,1125,87
2094,3,1.0,1.0,1.0,120.0,6,90,93
3549,4,0.0,1.0,2.0,150.0,3,1125,86
6891,4,1.0,1.0,2.0,60.0,3,30,6
2663,2,1.0,1.0,1.0,143.0,30,1125,8
2012,2,0.0,1.0,1.0,50.0,3,93,9
2802,3,1.0,1.0,2.0,50.0,3,1125,24
2157,4,1.0,1.0,1.0,200.0,1,90,144
1121,2,1.0,1.0,1.0,110.0,2,1125,156
3615,4,2.0,1.0,2.0,75.0,5,1125,41
3315,1,0.0,1.0,1.0,29.0,6,1125,107
139,2,1.0,1.0,2.0,60.0,2,1125,3
5095,2,0.0,1.0,1.0,119.0,2,1125,29
3753,2,1.0,1.0,1.0,70.0,7,1125,0
851,5,3.0,2.0,3.0,100.0,3,28,6
6045,6,2.0,1.0,3.0,69.0,4,1125,3
1673,2,1.0,1.0,1.0,28.0,1,4,15
3435,4,1.0,1.0,3.0,79.0,4,1125,146
2187,3,2.0,1.0,2.0,95.0,7,1125,2
609,3,0.0,1.0,1.0,35.0,3,20,13
1984,4,1.0,1.0,1.0,65.0,3,28,200
28,2,0.0,1.0,1.0,49.0,7,1125,82
6422,2,1.0,1.5,1.0,53.0,2,15,149
2585,4,2.0,1.0,2.0,110.0,3,1125,0
687,2,1.0,1.0,1.0,60.0,3,39,115
5144,4,1.0,1.0,2.0,95.0,4,1125,15
2230,2,1.0,1.0,1.0,64.0,2,21,250
5342,2,1.0,1.0,1.0,90.0,1,1125,26
4519,2,1.0,1.0,1.0,110.0,1,7,10
1736,5,2.0,1.0,3.0,150.0,7,1124,17
7052,1,1.0,2.0,3.0,50.0,5,1125,3
4737,3,0.0,1.0,2.0,45.0,10,169,14
4266,4,1.0,1.0,2.0,65.0,3,31,15
1810,2,1.0,1.0,1.0,69.0,2,1125,33
361,2,1.0,1.0,1.0,80.0,3,31,24
147,3,1.0,1.0,2.0,135.0,3,20,95
2494,3,1.0,1.0,2.0,135.0,5,1125,35
2800,2,0.0,1.0,1.0,127.0,90,365,3
2136,4,1.0,1.0,1.0,60.0,2,30,16
3745,2,0.0,1.0,1.0,150.0,365,1125,0
3085,2,1.0,2.0,1.0,70.0,3,21,34
2233,3,1.0,1.0,2.0,50.0,8,60,28
6783,1,1.0,1.0,1.0,35.0,1,1125,0
1734,1,0.0,1.0,1.0,39.0,1,1125,350
6018,6,2.0,2.0,3.0,180.0,5,1124,16
4061,2,1.0,1.0,0.0,75.0,5,1125,17
7380,4,2.0,2.0,2.0,240.0,3,1125,27
6626,4,1.0,1.0,2.0,69.0,2,15,0
5715,2,1.0,1.0,1.0,89.0,6,22,0
4415,2,0.0,1.0,1.0,80.0,1,1125,9
2433,6,2.0,1.0,5.0,350.0,1,28,5
1418,2,1.0,1.0,1.0,59.0,7,30,18
4507,2,1.0,1.0,1.0,50.0,2,7,3
3169,3,1.0,1.0,1.0,145.0,91,1125,8
2279,2,1.0,1.5,1.0,45.0,3,30,100
2587,2,1.0,1.0,1.0,52.0,2,21,3
5350,6,3.0,1.0,5.0,150.0,7,1125,3
5228,4,2.0,1.0,2.0,70.0,4,1125,16
7912,4,1.0,1.0,2.0,119.0,1,1125,285
1729,2,1.0,1.0,2.0,65.0,2,90,231
4930,4,3.0,1.0,3.0,100.0,2,1125,22
5841,4,0.0,1.0,2.0,130.0,2,1125,315
3965,2,1.0,1.0,1.0,254.0,2,1125,2
545,2,1.0,1.0,1.0,44.0,1,2,219
1658,9,3.0,2.0,3.0,225.0,5,14,12
4925,6,3.0,2.0,5.0,490.0,1,1125,35
3114,2,1.0,1.0,1.0,60.0,1,60,17
6001,4,2.0,1.0,2.0,180.0,1,1125,0
4587,2,1.0,1.0,1.0,60.0,1,7,54
669,3,1.0,1.0,2.0,322.0,2,31,49
1395,2,1.0,1.0,0.0,69.0,2,10,20
3111,6,3.0,2.0,3.0,388.0,6,1125,32
6810,4,1.0,1.0,2.0,80.0,1,1125,0
3199,4,1.0,1.0,2.0,146.0,1,1125,203
4526,4,2.0,1.0,4.0,74.0,1,15,122
3711,3,0.0,1.0,2.0,60.0,1,300,62
7482,4,1.0,1.0,2.0,78.0,2,1125,14
203,4,1.0,1.0,2.0,110.0,3,365,177
7334,2,1.0,1.0,1.0,90.0,7,15,19
2405,1,1.0,1.0,1.0,35.0,2,2,151
7468,2,1.0,1.0,1.0,110.0,3,1125,4
1364,2,1.0,1.0,1.0,60.0,3,40,1
7216,1,1.0,1.0,1.0,48.0,1,1125,42
2202,4,2.0,1.0,2.0,125.0,2,1125,21
5559,2,1.0,2.0,1.0,30.0,5,14,3
3157,4,1.0,1.0,2.0,120.0,5,20,19
6033,6,3.0,1.5,5.0,260.0,3,1125,50
4403,4,1.0,1.0,2.0,100.0,7,365,3
3717,1,1.0,1.0,1.0,50.0,1,1125,0
1518,4,1.0,1.0,2.0,70.0,3,365,218
1987,3,0.0,1.0,2.0,98.0,3,365,43
1413,3,1.0,1.0,2.0,95.0,3,1125,29
1633,4,1.0,1.0,2.0,55.0,4,55,72
3704,2,1.0,1.0,1.0,30.0,3,1125,0
4583,4,2.0,1.0,2.0,170.0,2,15,2
1339,4,2.0,1.0,3.0,210.0,2,4,50
5614,2,1.0,1.5,2.0,120.0,2,1125,15
1739,2,1.0,1.0,1.0,70.0,2,30,12
5253,2,1.0,1.0,1.0,200.0,3,50,138
4871,6,2.0,2.0,4.0,150.0,3,31,43
7498,2,0.0,1.0,1.0,55.0,2,7,11
5560,5,3.0,1.0,3.0,300.0,3,1125,20
4097,1,1.0,1.0,1.0,30.0,2,8,55
4299,4,1.0,1.0,2.0,120.0,5,1125,56
3929,3,1.0,1.0,1.0,65.0,4,10,0
6168,4,2.0,1.5,2.0,119.0,7,25,17
3008,2,1.0,1.0,1.0,84.0,3,1125,11
4471,2,1.0,1.0,1.0,70.0,10,1125,12
1999,4,1.0,1.0,2.0,145.0,2,10,59
1454,2,1.0,1.0,1.0,100.0,2,7,39
2776,4,2.0,1.0,3.0,78.0,7,31,41
5373,4,2.0,1.0,2.0,100.0,3,1125,37
247,4,2.0,1.0,2.0,160.0,2,60,71
1491,2,1.0,1.0,1.0,32.0,6,365,10
3647,4,1.0,1.0,2.0,130.0,4,1125,26
1276,3,1.0,1.0,2.0,80.0,5,120,20
6806,2,1.0,1.0,1.0,66.0,3,1125,11
4330,4,1.0,1.0,2.0,94.0,2,1500,194
816,4,2.0,1.0,2.0,80.0,3,1124,43
6333,2,1.0,1.0,1.0,67.0,2,2,13
3968,2,0.0,1.0,1.0,83.0,30,305,32
7461,2,1.0,2.0,1.0,89.0,1,1125,0
2289,2,1.0,1.0,1.0,90.0,3,365,51
3096,2,1.0,1.0,0.0,25.0,28,1125,2
4646,2,1.0,1.0,1.0,60.0,2,30,23
6617,1,1.0,1.0,1.0,40.0,3,1125,58
1996,5,2.0,1.0,3.0,245.0,3,21,23
2028,4,1.0,1.0,2.0,180.0,1,90,112
3558,2,0.0,1.0,1.0,52.0,360,366,0
2022,2,1.0,1.0,1.0,75.0,1,100,53
5619,6,3.0,3.5,3.0,725.0,3,1125,21
7259,6,3.0,2.0,3.0,190.0,2,1125,66
1979,4,1.0,1.0,2.0,70.0,90,180,7
4406,4,2.0,1.0,2.0,120.0,4,30,49
2051,4,1.0,1.0,1.0,185.0,2,25,19
2182,4,2.0,1.0,3.0,75.0,2,120,83
5830,2,1.0,1.0,1.0,80.0,3,11,3
2798,4,2.0,1.0,2.0,95.0,2,50,45
3967,2,1.0,1.0,1.0,150.0,3,1125,70
3206,6,2.0,2.0,2.0,297.0,3,1125,62
1963,2,1.0,1.0,1.0,65.0,7,21,41
4296,7,3.0,1.0,4.0,195.0,3,30,87
7234,2,1.0,1.0,1.0,130.0,1,1125,0
3141,6,2.0,1.0,3.0,96.0,4,21,1
56,4,1.0,1.0,1.0,73.0,3,30,5
543,2,1.0,1.0,1.0,100.0,7,330,68
4530,2,1.0,0.5,1.0,60.0,10,1125,40
7117,2,0.0,1.0,1.0,45.0,4,1125,10
5847,2,1.0,1.0,1.0,130.0,3,1125,2
2114,4,2.0,1.0,4.0,170.0,3,20,26
4093,2,1.0,1.5,0.0,55.0,2,45,4
3738,2,1.0,1.0,1.0,290.0,4,15,8
3746,2,1.0,1.0,1.0,45.0,2,40,13
5985,3,1.0,1.0,2.0,51.0,4,85,21
2176,2,1.0,1.0,1.0,80.0,2,21,72
3673,4,1.0,1.0,2.0,100.0,3,9,22
7552,2,1.0,1.0,1.0,60.0,1,1125,0
4416,2,1.0,1.0,1.0,100.0,2,23,29
626,6,2.0,1.0,4.0,125.0,5,365,108
7804,2,1.0,1.0,1.0,80.0,7,21,0
2743,2,1.0,1.0,1.0,59.0,2,5,17
2403,1,1.0,0.5,2.0,50.0,4,60,3
461,4,2.0,1.0,2.0,88.0,2,27,28
2658,2,1.0,1.0,1.0,70.0,3,60,18
22,4,2.0,1.0,2.0,105.0,2,20,59
1870,8,4.0,2.0,6.0,240.0,5,30,44
3917,2,1.0,1.0,1.0,45.0,1,1125,1
3582,2,0.0,1.0,1.0,50.0,1,1125,1
3524,4,1.0,1.0,2.0,75.0,2,90,85
6282,2,1.0,1.0,1.0,100.0,3,1125,13
175,2,1.0,1.0,1.0,119.0,3,12,18
6885,2,1.0,3.0,1.0,70.0,2,1125,3
7337,2,1.0,1.0,1.0,250.0,1,1125,1
3510,2,1.0,1.0,1.0,150.0,365,1125,3
3346,4,1.0,1.0,1.0,161.0,3,1125,24
856,2,0.0,1.0,1.0,90.0,3,1125,20
4123,2,1.0,1.0,1.0,70.0,1,6,5
4898,3,0.0,1.0,1.0,85.0,1,1125,0
1153,2,1.0,1.0,1.0,80.0,2,30,14
1661,4,1.0,1.0,2.0,95.0,7,1125,20
5558,2,1.0,1.0,1.0,50.0,1,1125,0
